index,Rank,Twitter,Followers,Market Cap (ETH),MCap/Follower (ETH),Volume (ETH),Share Price (ETH),Share/Follower (ETH),Supply,Buys,Sells,Traders,Trades
0,1,0xRacerAlt,15285,705.6,0.046163,1141.41,3.14,0.000205,225,583,358.0,352,929
1,2,cobie,737870,470.6,0.000638,1631.75,2.4,3e-06,196,613,417.0,389,987
2,3,HsakaTrades,451606,346.58,0.000767,1135.24,1.96,4e-06,177,541,364.0,283,849
3,4,blknoiz06,121917,303.46,0.002489,612.25,1.79,1.5e-05,170,385,215.0,265,524
4,5,0xSisyphus,86004,301.68,0.003508,656.06,1.79,2.1e-05,169,465,296.0,313,741
5,6,Banks,2778053,256.0,9.2e-05,875.18,1.6,1e-06,160,410,250.0,225,590
6,7,iam4x,5151,248.08,0.048161,549.57,1.56,0.000303,159,479,320.0,349,785
7,8,zhusu,563539,241.87,0.000429,662.91,1.54,3e-06,157,465,308.0,284,725
8,9,xcurveth,13936,234.24,0.016809,303.68,1.5,0.000108,156,332,176.0,243,507
9,10,RookieXBT,383704,216.61,0.000565,473.67,1.43,4e-06,152,288,136.0,142,361
10,11,friendtechindex,980,165.44,0.168821,294.82,1.19,0.001215,139,318,179.0,230,492
11,12,Christianeth,25336,151.5,0.00598,90.31,1.12,4.4e-05,135,201,66.0,32,140
12,13,8892OS,4262,135.21,0.031724,56.96,1.04,0.000244,130,178,48.0,56,144
13,14,0xLawliette,10688,128.02,0.011978,184.55,1.01,9.4e-05,127,284,157.0,215,418
14,15,shrimppepe,3775,117.25,0.03106,195.79,0.95,0.00025,124,313,189.0,208,496
15,16,lBattleRhino,20883,92.6,0.004434,190.38,0.81,3.9e-05,114,234,120.0,162,304
17,18,CharlotteFang77,700828,83.94,0.00012,263.23,0.76,1e-06,111,299,188.0,150,384
18,19,Pentosh1,45799,76.57,0.001672,289.31,0.72,1.6e-05,107,273,166.0,150,360
19,19,Defi_Maestro,6449,76.57,0.011872,134.61,0.72,0.000111,107,222,115.0,149,295
20,21,saliencexbt,88994,74.44,0.000836,155.73,0.7,8e-06,106,259,153.0,159,397
21,22,graciehartie,108522,70.3,0.000648,167.52,0.68,6e-06,104,238,134.0,164,348
22,22,eth_ben,364268,70.3,0.000193,212.29,0.68,2e-06,104,314,210.0,131,476
23,24,bull_bnb,8721,65.03,0.007457,76.63,0.64,7.3e-05,102,190,88.0,86,231
24,25,0xCaptainLevi,216308,64.39,0.000298,97.62,0.64,3e-06,101,173,72.0,109,240
25,26,gainzy222,8307,62.5,0.007524,307.16,0.63,7.5e-05,100,409,309.0,268,678
26,27,degendevv,18211,60.64,0.00333,79.0,0.61,3.4e-05,99,200,101.0,165,301
27,28,timothyronald22,167117,59.42,0.000356,38.1,0.6,4e-06,99,146,47.0,91,171
28,29,KeyboardMonkey3,46796,57.63,0.001232,126.12,0.59,1.3e-05,98,248,150.0,163,361
29,30,NorthRockLP,209528,55.87,0.000267,174.77,0.58,3e-06,97,246,149.0,139,351
30,31,adamscochran,182986,53.59,0.000293,115.23,0.56,3e-06,95,245,150.0,137,370
31,32,TrustlessState,915129,50.81,5.6e-05,98.28,0.54,1e-06,94,232,138.0,151,324
32,33,MarioNawfal,138898,50.27,0.000362,165.23,0.54,4e-06,93,226,133.0,128,283
33,33,zeydcarey,7712,50.27,0.006519,71.71,0.54,7e-05,93,179,86.0,125,222
34,35,cryptojamie7,595811,45.56,7.6e-05,46.62,0.51,1e-06,90,138,48.0,90,182
35,35,CryptoKaleo,720696,45.56,6.3e-05,147.05,0.51,1e-06,90,277,187.0,213,459
36,37,cryptomanran,353394,44.56,0.000126,106.72,0.5,1e-06,90,202,112.0,108,259
38,38,garrytan,433581,43.08,9.9e-05,172.05,0.48,1e-06,89,222,133.0,107,272
39,40,Pancakesbrah,3166720,42.59,1.3e-05,86.97,0.48,0.0,88,224,136.0,172,360
40,41,zachxbt,251858,41.63,0.000165,174.52,0.47,2e-06,88,221,133.0,109,254
41,42,FaZe_Rain,290659,38.38,0.000132,231.39,0.45,2e-06,85,262,177.0,124,321
42,42,inversebrah,106547,38.38,0.00036,234.13,0.45,4e-06,85,238,153.0,132,311
43,42,CozomoMedici,257611,38.38,0.000149,151.8,0.45,2e-06,85,236,151.0,135,297
44,45,jebus911,128644,37.49,0.000291,69.42,0.44,3e-06,85,225,140.0,170,365
45,46,Melt_Dem,225048,36.17,0.000161,46.12,0.43,2e-06,84,174,90.0,101,219
46,46,icebergy_,238166,36.17,0.000152,149.75,0.43,2e-06,84,307,223.0,233,525
47,48,ColdBloodShill,375563,35.74,9.5e-05,142.19,0.43,1e-06,83,212,129.0,131,290
48,49,marenaltman,136709,34.46,0.000252,87.18,0.42,3e-06,82,278,196.0,189,409
49,49,Tradermayne,99019,34.46,0.000348,141.19,0.42,4e-06,82,232,150.0,129,306
50,49,0xfoobar,56886,34.46,0.000606,151.31,0.42,7e-06,82,306,224.0,211,502
51,49,Cryptoyieldinfo,503223,34.46,6.8e-05,55.48,0.42,1e-06,82,178,96.0,111,224
52,53,basedkarbon,210944,33.22,0.000157,74.03,0.41,2e-06,81,209,128.0,165,320
53,53,CryptoDonAlt,294636,33.22,0.000113,126.43,0.41,1e-06,81,285,204.0,193,459
54,53,frankdegods,72537,33.22,0.000458,171.33,0.41,6e-06,81,221,140.0,118,281
55,56,loomdart,436024,32.0,7.3e-05,153.18,0.4,1e-06,80,298,218.0,181,435
56,56,hoss_crypto,2942319,32.0,1.1e-05,27.41,0.4,0.0,80,144,64.0,79,163
57,56,pranksy,14026,32.0,0.002281,138.89,0.4,2.9e-05,80,235,155.0,131,303
58,59,Nadeshot,1985,31.21,0.01572,325.67,0.39,0.000197,80,273,193.0,170,402
59,59,Pool2Paulie,153108,31.21,0.000204,71.77,0.39,3e-06,80,189,109.0,154,296
60,61,Youcoinorg,5635,30.81,0.005468,12.32,0.39,6.9e-05,79,89,10.0,7,17
62,63,dingalingts,310719,29.66,9.5e-05,169.66,0.38,1e-06,78,333,255.0,213,574
63,64,BasedShillBH,244393,28.53,0.000117,54.52,0.37,2e-06,77,162,85.0,126,247
64,64,disclosure,242172,28.53,0.000118,107.41,0.37,2e-06,77,213,136.0,129,294
65,66,tier10k,28309,27.8,0.000982,136.04,0.36,1.3e-05,77,213,136.0,91,261
66,66,nikitabier,7430,27.8,0.003741,122.68,0.36,4.9e-05,77,210,133.0,135,304
67,66,sassal0x,22218,27.8,0.001251,44.35,0.36,1.6e-05,77,210,133.0,161,330
68,66,QuantMeta,250971,27.8,0.000111,25.04,0.36,1e-06,77,115,38.0,85,153
69,70,izebel_eth,10581,27.44,0.002593,154.5,0.36,3.4e-05,76,273,197.0,153,460
70,70,Teeznutz11,1400,27.44,0.019597,34.98,0.36,0.000258,76,131,55.0,116,184
71,70,GraysonJAllen,84336,27.44,0.000325,149.89,0.36,4e-06,76,245,169.0,167,358
72,73,SolvingFrank,65206,26.72,0.00041,40.83,0.35,5e-06,76,173,97.0,111,239
73,73,therealdinoshi,68188,26.72,0.000392,14.92,0.35,5e-06,76,117,41.0,38,154
74,75,CryptoKaduna,257563,26.37,0.000102,49.42,0.35,1e-06,75,160,85.0,104,218
75,75,Crypto_McKenna,19896,26.37,0.001325,49.99,0.35,1.8e-05,75,196,121.0,109,290
76,75,SmallCapScience,75908,26.37,0.000347,52.08,0.35,5e-06,75,152,77.0,107,229
77,78,3LAU,283482,25.67,9.1e-05,45.61,0.34,1e-06,75,173,98.0,96,226
78,79,BigDickBull69,27845,25.33,0.00091,171.93,0.34,1.2e-05,74,283,209.0,209,466
79,79,AviFelman,9801,25.33,0.002584,45.58,0.34,3.5e-05,74,200,126.0,135,292
80,79,LomahCrypto,1403356,25.33,1.8e-05,145.37,0.34,0.0,74,223,149.0,121,287
81,79,thiccythot_,14388,25.33,0.00176,32.88,0.34,2.4e-05,74,163,89.0,83,186
82,83,DextMoon,137,24.65,0.179902,55.86,0.33,0.002431,74,188,114.0,144,302
83,84,AltcoinDailyio,28748,24.31,0.000846,61.89,0.33,1.2e-05,73,168,95.0,88,230
84,84,Evan_ss6,395786,24.31,6.1e-05,52.45,0.33,1e-06,73,197,124.0,140,288
85,84,XSRoracle,119706,24.31,0.000203,17.65,0.33,3e-06,73,98,25.0,37,119
86,84,ChicoCrypto,39402,24.31,0.000617,40.95,0.33,8e-06,73,147,74.0,69,178
87,84,sincerelyjuju,282425,24.31,8.6e-05,49.75,0.33,1e-06,73,179,106.0,113,242
88,89,matthuang,585535,23.65,4e-05,58.86,0.32,1e-06,73,158,85.0,70,159
89,90,screentimes,71964,23.33,0.000324,66.04,0.32,5e-06,72,218,146.0,159,340
90,90,AngeloBTC,306776,23.33,7.6e-05,49.7,0.32,1e-06,72,158,86.0,73,182
91,90,saorikiyomi,30319,23.33,0.000769,39.3,0.32,1.1e-05,72,189,117.0,125,290
92,93,Awawat_Trades,5184,22.68,0.004376,59.01,0.32,6.1e-05,72,191,119.0,123,253
93,93,eliz883,18253,22.68,0.001243,66.96,0.32,1.7e-05,72,192,120.0,105,249
94,95,jessepollak,6774,22.37,0.003302,61.3,0.32,4.7e-05,71,205,134.0,127,280
95,95,glebble,245880,22.37,9.1e-05,23.65,0.32,1e-06,71,154,83.0,118,233
96,97,owen1v9,353728,20.83,5.9e-05,64.69,0.3,1e-06,70,155,85.0,105,222
98,98,chiefingza,16870,20.53,0.001217,55.06,0.3,1.8e-05,69,190,121.0,119,291
99,98,pussyrrriot,13089,20.53,0.001569,62.35,0.3,2.3e-05,69,231,162.0,137,366
100,101,milesdeutscher,30414,19.65,0.000646,81.3,0.29,1e-05,68,207,139.0,123,286
102,101,pedrigavifrenki,167259,19.65,0.000117,40.48,0.29,2e-06,68,177,109.0,99,276
103,104,yugoviking,592,19.08,0.032227,35.92,0.28,0.000474,68,138,70.0,61,132
104,105,0xari420,19183,18.8,0.00098,52.19,0.28,1.5e-05,67,175,108.0,127,273
105,106,_charlienoyes,21390,18.24,0.000853,36.74,0.27,1.3e-05,67,131,64.0,83,182
107,108,SCHIZO_FREQ,428169,17.97,4.2e-05,84.96,0.27,1e-06,66,230,164.0,143,367
108,108,alexislustt,156725,17.97,0.000115,38.54,0.27,2e-06,66,182,116.0,113,260
109,110,lilsmores_,18088,17.16,0.000949,17.61,0.26,1.5e-05,65,123,58.0,73,179
110,110,alenaxbt,565738,17.16,3e-05,60.76,0.26,0.0,65,159,94.0,101,216
111,110,yourfriendSOMMI,189137,17.16,9.1e-05,14.83,0.26,1e-06,65,115,50.0,71,147
112,110,coinmamba,23225,17.16,0.000739,66.87,0.26,1.1e-05,65,248,183.0,151,400
113,110,mrJackLevin,132379,17.16,0.00013,49.27,0.26,2e-06,65,163,98.0,105,223
114,110,Cooopahtroopa,1183,17.16,0.014509,22.52,0.26,0.000223,65,147,82.0,96,214
115,116,ZoomerOracle,8055,16.64,0.002066,69.03,0.26,3.2e-05,65,188,123.0,133,304
116,116,CryptoCred,121038,16.64,0.000137,129.7,0.26,2e-06,65,205,140.0,134,288
117,118,AlgodTrading,248904,16.38,6.6e-05,82.12,0.26,1e-06,64,194,130.0,87,231
118,118,drboblax,60383,16.38,0.000271,57.14,0.26,4e-06,64,156,92.0,69,185
119,118,jerallaire,14660,16.38,0.001118,38.06,0.26,1.7e-05,64,180,116.0,100,221
120,118,holycryptoroni,220341,16.38,7.4e-05,7.35,0.26,1e-06,64,72,8.0,10,76
121,118,lilclearpill,10032,16.38,0.001633,25.05,0.26,2.6e-05,64,146,82.0,81,207
122,123,cousincrypt0,9,15.88,1.764,59.54,0.25,0.027563,64,143,79.0,58,137
124,124,DeeZe,132365,15.63,0.000118,70.35,0.25,2e-06,63,223,160.0,163,368
126,127,thevickiejay,59093,14.9,0.000252,28.99,0.24,4e-06,62,151,89.0,106,214
127,127,doomsdart,11812,14.9,0.001261,43.66,0.24,2e-05,62,188,126.0,133,314
128,127,MoonOverlord,35972,14.9,0.000414,51.88,0.24,7e-06,62,208,146.0,141,344
129,127,DynamoxEth,195883,14.9,7.6e-05,25.44,0.24,1e-06,62,120,58.0,77,174
130,127,NFTHero2,177512,14.9,8.4e-05,25.41,0.24,1e-06,62,127,65.0,78,192
131,132,RodionBezukhov,3837,14.42,0.003758,18.4,0.23,6.1e-05,62,117,55.0,69,172
132,132,EricCryptoman,11515,14.42,0.001252,60.14,0.23,2e-05,62,151,89.0,86,173
133,134,fejau_inc,2096,13.73,0.006548,23.03,0.23,0.000107,61,142,81.0,109,218
134,134,ZKasino_io,96708,13.73,0.000142,43.22,0.23,2e-06,61,151,90.0,77,239
135,134,toptickcrypto,21150,13.73,0.000649,23.98,0.23,1.1e-05,61,120,59.0,84,179
136,134,naniXBT,12659,13.73,0.001084,48.75,0.23,1.8e-05,61,206,145.0,169,341
137,138,Irenezhao_,227188,13.5,5.9e-05,60.39,0.23,1e-06,60,199,139.0,133,317
138,138,udiWertheimer,196787,13.5,6.9e-05,54.2,0.23,1e-06,60,236,176.0,156,378
139,138,NoMoreLiquidity,2155153,13.5,6e-06,34.36,0.23,0.0,60,170,110.0,127,280
140,138,bryptokenneth3,136968,13.5,9.9e-05,48.56,0.23,2e-06,60,177,117.0,140,294
141,138,0xElyy,45070,13.5,0.0003,12.52,0.23,5e-06,60,102,42.0,56,138
142,143,cryptoWZRD_,52,13.05,0.251034,6.91,0.22,0.004184,60,93,33.0,60,107
143,143,ethersole,301393,13.05,4.3e-05,24.19,0.22,1e-06,60,130,70.0,59,179
144,145,bendoverxbt,34030,12.84,0.000377,33.04,0.22,6e-06,59,114,55.0,65,126
145,145,ledgerstatus,63557,12.84,0.000202,82.78,0.22,3e-06,59,244,185.0,157,410
146,145,CryptoFinally,7819,12.84,0.001642,28.49,0.22,2.8e-05,59,171,112.0,114,245
147,145,BillyM2k,33967,12.84,0.000378,53.38,0.22,6e-06,59,184,125.0,94,281
148,145,notthreadguy,13145,12.84,0.000977,35.04,0.22,1.7e-05,59,138,79.0,93,193
150,151,CoinGurruu,225652,12.19,5.4e-05,37.07,0.21,1e-06,58,140,82.0,98,205
151,151,friendtechetf,74798,12.19,0.000163,10.41,0.21,3e-06,58,83,25.0,35,100
152,151,MuroCrypto,128278,12.19,9.5e-05,43.47,0.21,2e-06,58,148,90.0,86,188
153,151,passytee,244,12.19,0.049977,17.26,0.21,0.000862,58,126,68.0,73,170
154,151,LucaNetz,84605,12.19,0.000144,69.73,0.21,2e-06,58,241,183.0,167,387
155,151,0xBreadguy,1653689,12.19,7e-06,16.5,0.21,0.0,58,100,42.0,73,142
156,151,RaccoonHKG,23183,12.19,0.000526,16.86,0.21,9e-06,58,126,68.0,50,194
157,151,cryptoalle,2013,12.19,0.006058,28.44,0.21,0.000104,58,130,72.0,71,188
158,159,WSBChairman,21003,11.78,0.000561,93.32,0.2,1e-05,58,210,152.0,100,310
159,159,Bluntz_Capital,26043,11.78,0.000452,63.92,0.2,8e-06,58,169,111.0,90,224
160,159,cubantobacco,2739,11.78,0.0043,17.7,0.2,7.4e-05,58,118,60.0,63,149
161,162,satsdart,689806,11.57,1.7e-05,53.68,0.2,0.0,57,247,190.0,189,421
162,162,FriendTechAlpha,51217,11.57,0.000226,17.4,0.2,4e-06,57,127,70.0,80,192
164,165,andy8052,114999,11.17,9.7e-05,20.17,0.2,2e-06,57,161,104.0,114,251
165,165,kevinrose,61707,11.17,0.000181,50.7,0.2,3e-06,57,193,136.0,119,288
166,165,dotta,11412,11.17,0.000979,10.43,0.2,1.7e-05,57,109,52.0,76,148
167,165,StarryNightDAO,22029,11.17,0.000507,38.28,0.2,9e-06,57,135,78.0,86,208
168,169,smileycapital,348139,10.98,3.2e-05,29.53,0.2,1e-06,56,145,89.0,83,229
169,169,pimpcapital,102181,10.98,0.000107,42.07,0.2,2e-06,56,148,92.0,73,201
170,169,mbaril010,25082,10.98,0.000438,22.29,0.2,8e-06,56,112,56.0,62,162
171,172,elliotrades,122803,10.59,8.6e-05,71.03,0.19,2e-06,56,196,140.0,106,272
172,172,tarunchitra,10022,10.59,0.001056,10.39,0.19,1.9e-05,56,104,48.0,71,128
173,172,ercwl,152579,10.59,6.9e-05,21.47,0.19,1e-06,56,139,83.0,83,179
174,175,MacroCRG,181805,10.4,5.7e-05,40.18,0.19,1e-06,55,119,64.0,75,152
175,175,tradinglord,9963,10.4,0.001044,27.0,0.19,1.9e-05,55,157,102.0,103,259
176,175,d0unbug,371667,10.4,2.8e-05,36.27,0.19,1e-06,55,172,117.0,108,289
177,175,KaminoCrypto,174736,10.4,6e-05,31.48,0.19,1e-06,55,123,68.0,73,147
178,175,DaanCrypto,1470,10.4,0.007074,20.85,0.19,0.000129,55,128,73.0,72,170
179,175,Sicarious_,161825,10.4,6.4e-05,15.11,0.19,1e-06,55,125,70.0,71,173
180,181,jconorgrogan,8588,10.02,0.001167,12.21,0.18,2.1e-05,55,114,59.0,69,155
181,181,BTCdayu,425490,10.02,2.4e-05,18.8,0.18,0.0,55,106,51.0,54,133
182,181,will__price,7672,10.02,0.001307,14.77,0.18,2.4e-05,55,93,38.0,55,131
184,181,econoar,76243,10.02,0.000131,42.25,0.18,2e-06,55,146,91.0,88,172
185,181,hailey_grice,13673,10.02,0.000733,25.28,0.18,1.3e-05,55,114,59.0,61,144
186,187,tomkysar,126472,9.84,7.8e-05,6.12,0.18,1e-06,54,91,37.0,44,125
187,187,Zeneca,2268,9.84,0.004339,35.36,0.18,8e-05,54,199,145.0,128,284
188,187,osf_rekt,32217,9.84,0.000305,31.13,0.18,6e-06,54,155,101.0,97,228
189,187,0xsubmerged,15338,9.84,0.000642,50.44,0.18,1.2e-05,54,225,171.0,174,386
190,187,ByzGeneral,2930,9.84,0.003359,27.15,0.18,6.2e-05,54,174,120.0,111,239
191,187,d_gilz,181384,9.84,5.4e-05,29.02,0.18,1e-06,54,137,83.0,117,220
192,193,MacnBTC,108971,9.48,8.7e-05,50.78,0.18,2e-06,54,153,99.0,57,148
193,193,GwartyGwart,16187,9.48,0.000586,25.0,0.18,1.1e-05,54,157,103.0,116,244
194,193,friendtech_bot,127718,9.48,7.4e-05,16.57,0.18,1e-06,54,103,49.0,61,129
195,193,TiffanyFong_,5414,9.48,0.001751,16.07,0.18,3.2e-05,54,132,78.0,73,194
196,193,sandraaleow,117690,9.48,8.1e-05,10.53,0.18,1e-06,54,102,48.0,46,102
197,193,aubreystrobel,5863,9.48,0.001617,19.67,0.18,3e-05,54,121,67.0,68,144
198,199,ScizRtrading,60346,9.3,0.000154,11.76,0.18,3e-06,53,91,38.0,73,114
199,199,cole0x,450,9.3,0.020677,30.13,0.18,0.00039,53,152,99.0,77,217
200,199,zerobeta,149342,9.3,6.2e-05,18.04,0.18,1e-06,53,123,70.0,104,193
201,199,KANECOIN_ETH,150046,9.3,6.2e-05,6.24,0.18,1e-06,53,66,13.0,44,79
202,199,Cryptopathic,228160,9.3,4.1e-05,66.79,0.18,1e-06,53,219,166.0,137,345
203,199,notEezzy,103149,9.3,9e-05,35.26,0.18,2e-06,53,207,154.0,159,361
204,199,Brentsketit,14827,9.3,0.000628,29.27,0.18,1.2e-05,53,164,111.0,123,275
206,199,Cutiepii33Quinn,136958,9.3,6.8e-05,29.83,0.18,1e-06,53,173,120.0,98,259
207,199,sungjae_han,41150,9.3,0.000226,13.43,0.18,4e-06,53,116,63.0,88,179
208,199,kaiynne,37366,9.3,0.000249,31.0,0.18,5e-06,53,175,122.0,116,271
209,199,UniswapVillain,350,9.3,0.026585,33.67,0.18,0.000502,53,138,85.0,52,151
210,211,0xCygaar,33496,8.96,0.000267,17.51,0.17,5e-06,53,150,97.0,128,244
211,211,ManifestorDAO,2701,8.96,0.003316,6.96,0.17,6.3e-05,53,68,15.0,31,83
212,211,NFT_GOD,1372,8.96,0.006528,31.21,0.17,0.000123,53,142,89.0,65,207
213,211,Arthur_0x,38846,8.96,0.000231,41.48,0.17,4e-06,53,148,95.0,81,177
214,215,RyanSAdams,1523,8.79,0.00577,31.8,0.17,0.000111,52,182,130.0,122,263
215,215,BitCloutCat,903,8.79,0.009732,64.99,0.17,0.000187,52,231,179.0,151,409
216,217,jtradestar,6796,8.45,0.001244,21.37,0.16,2.4e-05,52,110,58.0,74,158
217,217,mooncat2878,92906,8.45,9.1e-05,21.25,0.16,2e-06,52,143,91.0,100,197
218,217,mdudas,99008,8.45,8.5e-05,15.55,0.16,2e-06,52,151,99.0,107,243
219,217,superphiz,6643,8.45,0.001273,7.66,0.16,2.4e-05,52,88,36.0,62,111
220,221,Cheguevoblin,70230,8.29,0.000118,87.12,0.16,2e-06,51,165,114.0,96,242
221,221,swm,115211,8.29,7.2e-05,3.01,0.16,1e-06,51,53,2.0,3,55
222,221,poordart,115968,8.29,7.1e-05,24.29,0.16,1e-06,51,154,103.0,120,234
223,221,0xleonidas__,12218,8.29,0.000679,6.47,0.16,1.3e-05,51,88,37.0,54,121
224,221,0xWives,368650,8.29,2.2e-05,7.12,0.16,0.0,51,72,21.0,51,87
226,221,KookCapitalLLC,17508,8.29,0.000474,15.1,0.16,9e-06,51,152,101.0,107,240
227,221,chumbawamba22,206282,8.29,4e-05,16.68,0.16,1e-06,51,97,46.0,58,143
228,221,BussyFiller69,42658,8.29,0.000194,8.68,0.16,4e-06,51,78,27.0,55,105
229,221,mugentrader,53725,8.29,0.000154,6.59,0.16,3e-06,51,82,31.0,44,101
230,231,scupytrooples,60056,7.97,0.000133,9.65,0.16,3e-06,51,105,54.0,65,124
231,231,mayakendrickxo,10122,7.97,0.000787,22.0,0.16,1.5e-05,51,155,104.0,103,258
